Index,Date,News
223,9/11/2018,"['From Trump to Trade, the Financial Crisis Still Resonates 10 Years Later', 'Prosecutors Are Said to Issue Subpoenas Over Pelvic-Mesh Surgery Financing', 'Here’s What to Watch in New Hampshire’s Primary Election', 'As Florence’s Power Nears the Carolinas, Residents Brace for the Worst', 'Trump Calls Storm Response in Puerto Rico, Where 3,000 Died, ‘One of the Best’', 'On Politics With Lisa Lerer: Cynthia Nixon Talks Bagels, Polls and Cuomo', 'New iPhones Are Coming. Here’s How to Save on an Upgrade.', '‘We Don’t Need This’: The Carolinas Brace for Hurricane Florence', 'Recent Commercial Real Estate Transactions', 'DealBook Briefing: How the Financial Crisis Helped Elect Trump', 'Mark Carney, Bank of England Governor, Will Stay in Charge Until 2020', 'More Evacuations as ‘Monster’ Storm Looms', 'Primary Season Was Full of Surprises. Here’s Why the Polls Missed Some of Them.', 'Evacuating for a Hurricane: How to Prepare Yourself', 'Tax Breaks for Luxury Towers Spur Redevelopment, and Backlash', 'California Today: Who Owns the Risk for Earthquakes?', 'A Top Goldman Banker Raised Ethics Concerns. Then He Was Gone.', 'New Hampshire Primary Election Results']"
224,9/12/2018,"['‘60 Minutes’ Chief Ousted for a Threatening Text as Upheaval at CBS Continues', 'Jacob Weisberg Leaves Slate to Join Malcolm Gladwell in Podcast Venture', 'Third Point May Need a New Recipe for Its Campbell Soup Turnaround', 'Rat in Broth Wipes $190 Million Off Restaurant Chain’s Value', 'Review: Why Start-Ups Need a Regulatory Strategy to Succeed', 'Catastrophic Rain Predicted as Hurricane Moves Toward Carolinas', '‘And I’m a Mom.’ Candidates and Voters Warm to Kids on the Trail', 'On Politics With Lisa Lerer: A Blue Wave You Haven’t Heard About', 'Judge Dismisses Federal Suit Accusing Firm of Defrauding 9/11 Responders', 'The Challenge of Sentencing White-Collar Criminals', 'Edgy Investors Are Retreating From Risky Economies ', 'The F.B.I. Is Quietly Contacting Cubans in Florida, Raising Old Alarm Bells', 'Protection of Voting Rights for Minorities Has Fallen Sharply, a New Report Finds', 'Rhode Island Has a Primary Election Today. Here’s What to Know About It.', 'In Texas, Ted Cruz Has ‘a Dogfight on His Hands,’ Some Republicans Admit', 'Hurricane, Typhoon or Cyclone? Same Storm, Different Name', 'The Metamorphosis of Silicon Valley C.E.O.s: From Big to Boring', 'When Cryptocurrencies Fluctuate, He Uses These Tech Tools to Keep Track', 'Planned Parenthood Names Leana Wen, a Doctor, Its New President', 'Molly Kelly Wins in New Hampshire and Will Face Sununu for Governor’s Seat', 'Apple Unveils Bigger iPhones at Higher Prices, and a Heart-Tracking Watch', 'Detention of Migrant Children Has Skyrocketed to Highest Levels Ever', 'DealBook Briefing: How Goldman Quieted a Whistle-Blower', 'Cardinal Wuerl, Archbishop of Washington, Plans to Discuss Resignation With Pope', 'Molly Kelly Has a Message for Republicans: ‘Do Not Underestimate Me’', 'Ethan Hawke Reads ‘Learning Humanity From Dogs’', 'California Today: Tackling Climate Change, Without Trump', 'North Carolina, Warned of Rising Seas, Chose to Favor Development', 'Overlooked No More: Marthe McKenna, Nurse Who Spied for the British in World War I', 'The Epicenter of the Housing Bust Is Booming Again. (That’s a Warning Sign.)', 'Rhode Island Primary Election Results', 'The Next Financial Calamity Is Coming. Here’s What to Watch.', 'The Housing Bubble Burst All Over Reality TV']"
225,9/13/2018,"['The Hurricane Holdouts Who Never Leave Now Face a ‘Monster’ Storm', 'She Was a Refugee From Afghanistan. She May Soon Enter the New Hampshire Legislature.', 'Rethinking What Gifted Education Means, and Whom It Should Serve', 'Under Fire, Robert Mueller Has a Novel P.R. Strategy: Silence', 'Defying Erdogan, Turkey’s Central Bank Raises Interest Rates', 'St. Paul’s School to Get State Monitor, but No Charges, After Sex Abuse Reports', 'Stealing From a Cashierless Store (Without You, or the Cameras, Knowing It)', 'Threats and Deception: Why CBS’s Board Turned Against Leslie Moonves', 'Paying Is Voluntary at This Selfie-Friendly Store', 'Endeavor, Always Looking to Grow, Starts Podcast Division', 'Leaked Google Video After Trump’s Win Adds to Pressure From Conservatives', 'The Lives of the Wealthy Were Enriched Most After Lehman’s Bust', 'As the Winds Come, Towns in Hurricane Florence’s Path Fear the Floods', 'Goldman’s Incoming C.E.O. Names Two Former Bankers as Top Deputies', 'Labor Board Moves Anew to Limit Employers’ Workplace Liability', 'E.C.B., at Latest Meeting, Highlights Risks From Trade War', 'Trump’s False Claims Rejecting Puerto Rico’s Death Toll From Hurricane Maria', 'Wind ‘Rocks the House’ as Florence Moves In', 'At a Divided Network, What Now for CBS News and ‘60 Minutes’?', 'Florence in Photos', 'Facebook ‘Better Prepared’ to Fight Election Interference, Mark Zuckerberg Says', 'Gina Raimondo, Rhode Island Governor, Turns Back Liberal Challenge in Primary', 'Hurricane Florence and the Displacement of African-Americans Along the Carolina Coast', 'Jim Nelson to Leave GQ After a 15-Year Run as Its Top Editor', 'California Today: What We Learned at Apple’s iPhone Bonanza', 'Wind and Rain Begin Battering North Carolina', 'U.S. Has Highest Share of Foreign-Born Since 1910, With More Coming From Asia', 'F.T.C. Hearings Add to Efforts That Threaten Tech Industry', 'DealBook Briefing: Reliving Wall Street’s Near-Death Experience', 'While Residents Are Urged to Leave, Inmates Remain in Hurricane’s Path', 'Migrant Parents Separated From Their Children Will Get New Asylum Interviews', 'Jeff and MacKenzie Bezos Pledge $2 Billion for Homeless and Preschoolers', 'Motorcycle Makers Try Minting New Riders With Youth Programs', 'Judge Rejects DeVos’s Halt of Rule to Help Defrauded Students', 'On Politics With Lisa Lerer: Florence and Maria', 'In California County With Highest Murder Rate, a City Confronts a Mass Killing', 'A.I.G. Hasn’t Emerged From Its Lost Decade Yet', 'Fall of a West Virginia Bishop Widens the Catholic Crisis Over Sex Abuse', 'New York Primary Election Results', 'Quiz: Could You Get Into a Gifted Program?']"
226,9/14/2018,"['Nio’s Share Surge Takes It From Carmaker to Tech Star', '3 Investments That May Have Hit Their Peak', 'Your Future Should Be Bigger Than Your Past. Here’s How to Do It.', 'Citigroup to Pay $12 Million Over Accusations It Misled Trading Customers', 'California Today: A Needle Exchange Program Stirs a Fight in Orange County', 'Even in Better Times, Some Americans Seem Farther Behind. Here’s Why.', 'It’s a Climate Summit. Why Is the Electric Shuttle Nearly Empty?', 'Freezing Credit Will Now Be Free. Here’s Why You Should Go for It.', 'Here’s What It’s Like for the Thousands Seeking Shelter From Hurricane Florence', 'Mary Meeker, ‘Queen of the Internet,’ Is Leaving Kleiner Perkins to Start a New Fund', 'Keep Your Notebook Dry: What Times Reporters Learned From Covering Hurricanes', 'Goldman’s Leadership Is Firmly With Its Bankers Now', 'Primary Season Is (Finally) Over. Here Are 5 Things We Learned. ', 'On Politics With Lisa Lerer: On to November', '5 Dangers of Flooding in Hurricane Florence ', 'DealBook Briefing: Elizabeth Warren Has Wall Street and Big Tech in Her Sights', 'Minor Offenses From Long Ago Are Keeping Dozens of Migrant Families Separated', 'After Massachusetts Gas Explosions, Weary Residents Ask, What Happened?', 'Democrats (Wistfully) Take Aim at a Republican Stronghold: Evangelicals', 'At Least 5 Deaths Reported as Storm Dumps Rain on Carolinas', 'The Week in Tech: Apple’s Watch Steals the Show', 'Overwatch Bets Gaming Fans Will Cheer for the Home Team to Save the World', 'Trade Ministers Call for W.T.O. Overhaul, but Offer Few Details', 'In This North Carolina Coastal Town, ‘Downtown Is Literally Underwater’', 'Volkswagen Beetle, Symbol of ’60s Counterculture, Will Be Discontinued Again', 'Florence Is Blamed for at Least Five Deaths as It Roars Ashore in North Carolina', 'Women Have Won More Primaries Than Ever Before. Will They Set a Record in November?', 'Mapping Florence’s Impact: Rainfall, Power Outages, and Wind', 'New Bern, North Carolina', 'The World of Today Brought to You by the Financial Crisis', 'Typhoon Mangkhut Map: The Storm’s Track']"
227,9/15/2018,"['‘I’m Just Glad We’re Alive’: Gas Leak Leaves Thousands Displaced and Afraid', 'U.S. Drops Charges Against Ex-Senegal Official in Chinese Energy Bribery Case', 'Torrents of Water in Towns Across the Carolinas. And a Guy With a Boat.', 'A Dallas Police Officer Shot Her Neighbor, and a City Is Full of Questions', 'The Economy Is Humming, but Trump Is Tweeting. Republicans Are Worried.', '12 Dead, Power Failures and Catastrophic Flooding in the Carolinas', 'Companies Are Pushing for Less Disclosure. Is That Good for Investors?', 'Why Do Gullah Communities Choose to Ride Out Hurricanes? ', 'The Progressive Playbook: How These Candidates Pulled Off Their Upsets']"
228,9/16/2018,"['Before You Buy That Couch, an App Will Put It in Your Living Room', 'As Trump’s Trade War Mounts, China’s Wall Street Allies Lose Clout', 'They Left Public Radio to Try Their Fortunes on the Blockchain', 'Hydrogen-Powered Trains Roll Out, and a Snapshot of the Housing Market', ' They Were Stranded by Florence. Then the Cajun Navy Arrived.', 'How an Unsolved Mystery Changed the Way We Take Pills', 'In the Carolinas, Churches Provide Spiritual Refuge and Shelter From the Storm', 'One Face of Immigration in America Is a Family Tree Rooted in Asia', 'Elon Musk’s Chicago Tunnel: A Breakthrough or a Pipe Dream?', 'In Michigan, Female Candidates Target a Key Trump Bloc: Union Voters', 'Storm ‘Has Never Been More Dangerous,’ Governor Warns', 'Walmart Finally Makes It to the Big Apple', 'See Inside Typhoon Mangkhut in 3-D']"
229,9/17/2018,"['After Fetching a High Price, Time Magazine Moves Into a New Era', 'Shorting Cannabis Stocks Is Getting Costly', 'If You See Disinformation Ahead of the Midterms, We Want to Hear From You', 'Apple Shares in a Time of Trade War: DealBook’s One Thing to Watch Today', 'A San Francisco Tech Mogul Buys a Fabled Slice of New York Media', 'Time Magazine Is Bought by Marc Benioff, Salesforce Billionaire', 'Ted Cruz’s Campaign Marked a Fund-Raising Letter an Official ‘Summons.’ It Wasn’t Against the Rules.', 'On Politics With Lisa Lerer: For G.O.P., Kavanaugh Is a No-Win Situation', 'Marc Benioff Explains Why He Is Buying Time Magazine', 'On Politics: Kavanaugh’s Accuser Speaks', 'When Being Separated From Your Luggage Is a Good Thing', 'California Today: No Debates for Top California Offices? That Could Happen', 'Betting Against Tesla: Short-Sellers Make Their Case', 'Fans of Ranked Voting See an Opportunity in Massachusetts', 'Chicago Prosecutors Paint Officer as Reckless in the Shooting of Laquan McDonald', 'Why Chicago Is Closely Watching the Trial of the Officer Who Shot Laquan McDonald', 'In Flood-Hit Public Housing, a Reminder That the Poor Bear Brunt of Storms’ Fury', 'Florence Pushes Away From Carolinas but Rivers Keep Rising', 'With Rahm Emanuel Out, a Chicago Political Dynasty Looks to Take Back City Hall', 'DealBook Briefing: Business Titans Turn Their Backs on the G.O.P.', 'Bloomberg May Run for President as a Democrat. Some of His Views May Cause Him Trouble.', 'Lean Times for Reinsurers Could Trigger a Wave of M.&A.']"
230,9/18/2018,"['On Politics With Lisa Lerer: Kavanaugh’s Midterm Effect', 'Recent Commercial Real Estate Transactions', 'Parts of a ‘Virtual’ Border Wall, Built With the Tech Behind Driverless Cars', 'Chinese I.P.O.s Are Bringing Casino Trading to New York', 'Markets Shrug Off Trump’s Tariffs: DealBook’s One Thing to Watch Today', 'Trade War Escalates. Stock Markets Shrug. Here’s Why.', 'Facebook Accused of Allowing Bias Against Women in Job Ads', 'Claire McCaskill Is in a Rugged Political Fight. She’s Survived Them Before.', 'Republicans Opposing Trump on Trade Face Election Quandary', 'When an Owner’s New Company Puts the Old One in Trump’s Cross Hairs', 'BMW, Daimler and Volkswagen Face Collusion Investigation in Europe', 'Trade, Buybacks and Brexit: DealBook’s Closing Bell', 'California Today: Emmys Reflect Industry Tensions in 2018', 'The iPhone XS and XS Max Review: Big Screens That Are a Delight to Use', 'These Sites No Longer Make Goods. Now They’ll Get Them to You Faster.', 'Why Women Can Take Years to Come Forward With Sexual Assault Allegations', '‘Nastiest I’ve Ever Seen It’: Residents Along Cape Fear River Brace for Record Floods', '‘It’s Back’: Underwater Yet Again, the Carolinas Face a New Reality', 'On Kavanaugh, a Changed America Debates an Explosive Charge', 'Ex-L.A. Times Beijing Bureau Chief Resigns Amid Sexual Misconduct Claims', 'DealBook Briefing: Trump’s Trade War Finally Hits Consumers', 'The Taming of Initial Coin Offerings', 'China Once Looked Tough on Trade. Now Its Options Are Dwindling.', 'Justice Department Is Examining Tesla After Musk Comment', 'See Flood Waters Rise Across the Carolinas After Hurricane Florence']"
231,9/19/2018,"['European Union Ends Inquiry Into Luxembourg’s Tax Deal With McDonald’s', 'McDonald’s Workers Across the U.S. Stage #MeToo Protests', 'For Red-State Democrats, Accusation Against Kavanaugh Scrambles Midterm Calculus', 'Apple Watch Series 4 Review: A Big Step for Wearable Gadgets', 'They Were Seeking Mental Health Care. Instead They Drowned in a Sheriff’s Van.', 'End of a Car-Selling Era as AutoNation’s Chief Steps Down', 'Giancarlo Esposito Reads ‘Making a Judgment on Love’', 'Millions of Carolina Homes Are at Risk of Flooding. Only 335,000 Have Flood Insurance. ', 'Why Jeff Bezos Should Push for Nobody to Get as Rich as Jeff Bezos', 'Catholic Bishops Plan a Complaint Hotline for Sex Abuse', 'Trump Hit Iran With Oil Sanctions. So Far, They’re Working.', 'On Politics With Lisa Lerer: A Moment for Women', 'Life Insurance Offering More Incentive to Live Longer', 'On Politics: Kavanaugh’s Accuser Wants an Investigation', 'The Army Stopped Expelling Immigrant Recruits. But an Email Suggests It’s Still Trying.', 'DealBook Briefing: Trump’s Potentially Permanent Trade War', '3-D Printed Gun Promoter, Cody Wilson, Is Charged With Sexual Assault of Child', 'As Storms Loom, Some Immigrant Families Wonder: Is It Safe to Seek Help?', 'Windows on How Cities Change Can Be All Too Captivating', 'California Today: To Tell the Brown Family Saga, Start in 1852', 'Billionaires Can Seem Like Saviors to Media Companies, but They Come With Risks', 'Disney’s and Comcast’s Fight for Sky May End in Awkward Impasse', 'Danske Bank Says Billions May Have Been Laundered at Single Branch', 'Tilray’s Wild Day: DealBook’s Closing Bell', 'McDonald’s Stock Shrugs Off #MeToo With Good News From Europe: DealBook’s One Thing to Watch Today', 'Danske Bank’s Mea Culpa Over Suspicious Payments May Not End Its Troubles', 'Amazon Dominates as a Merchant and Platform. Europe Sees Reason to Worry.', 'Unraveling the Mystery of a 12-Day Killing Spree at the Border', 'Utah Group Files Complaint Against Mia Love Over Fund-Raising', 'Inside Facebook’s Election ‘War Room’', 'Debunking 5 Viral Rumors About Christine Blasey Ford, Kavanaugh’s Accuser', 'The Five Battlefields for Control of the House']"
232,9/20/2018,"['New Pressure on Google and YouTube Over Children’s Data', 'The Netherlands, a Tax Avoidance Center, Tries to Mend Its Ways', 'Eventbrite Goes Public With a Large Ticket Price: DealBook’s One Thing to Watch Today', 'Evangelical Leaders Are Frustrated at G.O.P. Caution on Kavanaugh Allegation', 'California Today: Legalizing Street Food, a Fixture of L.A.’s Landscape', 'DealBook Briefing: Chinese Business U-Turns in America? Blame the Trade War', 'Why America Should Embrace Market Surveillance in Sports Betting Before It’s Too Late', 'Bloody Nosed Passengers Gasp for Air on Indian Flight After Crew Fails to Pressurize Cabin', 'With More Than 200 L.G.B.T. Candidates, Advocates Hope for a ‘Rainbow Wave’ in the Midterms', 'Airlines Are Raising the Cost of Checked Bags', 'Learning to Survive Without WeChat', 'On Politics With Lisa Lerer: Her Story? Or Theirs?', 'Once ‘99 Percent Against Trump,’ Dean Heller Calls Him ‘Great Leader’', 'Private Equity Firm TPG Plans to Raise Second Social Impact Fund', 'Why Les Moonves Might Still Get $120 Million From CBS', 'Sony Extends Colorful Movie Chairman’s Reign, Citing Turnaround', 'Hey, Alexa, Why is Amazon Making a Microwave?', 'Submerged by Florence, North Carolina’s Rural Towns Fight for Attention', 'Sunrise Melodies and Tearful Reflections: Puerto Rico a Year After Maria', 'A Breakthrough for U.S. Troops: Combat-Ready Pizza', 'The Auto Industry’s VHS-or-Betamax Moment', 'Jack Ma’s American Dream Runs Up Against China First', 'The Plot to Subvert an Election: Unraveling the Russia Story So Far', 'A Timeline Showing the Full Scale of Russia’s Unprecedented Interference in the 2016 Election, and Its Aftermath', 'On Hurricane Maria Anniversary, Puerto Rico Is Still in Ruins']"
